p,template,fact_id,effect_gold,effect_top
P131,What is the administrative region of [MASK]?,6,0.6092500647314055,1.0088581750501067
P131,In what administrative region can [MASK] be found?,5,0.1951637955590937,1.0294421623232697
P131,In what administrative region is [MASK] located?,5,1.0937961070945537,1.0592988876732221
P131,In what administrative region is the [MASK] situated?,5,0.3624572362171666,0.9579501034989827
P131,In what governmental region is [MASK] situated?,5,0.504071199513579,1.1313608198296958
P131,In what political division is [MASK] situated?,5,0.90197637277976,0.9515923647517383
P131,In which administrative division is [MASK] situated?,5,0.4859986153645912,1.0095472139446007
P131,In which political division is [MASK] situated?,5,0.5880728189780675,1.03088299227542
P131,What is the administrative area of [MASK]?,5,0.5468692967034408,1.1156652543066705
P131,What is the governing region of [MASK]?,5,0.17981038211182057,0.9382316876217038
P131,What is the territorial jurisdiction of [MASK]?,5,0.7240109967321982,1.0170504736392914
P131,What region is [MASK] situated in?,5,0.366282285072714,0.9924921218266061
P131,In what administrative area is [MASK] located?,4,0.22866059663602617,1.0617619145555444
P131,In what administrative jurisdiction is [MASK] situated?,4,0.48630658047837727,1.0252448169552708
P131,In what governing region is [MASK] situated?,4,0.9509277748373535,0.980997372612897
P131,In what governmental jurisdiction is [MASK] situated?,4,0.7110633038617937,0.9680879220354341
P131,In what jurisdiction is [MASK] situated?,4,0.7886842705755859,0.9793535200260287
P131,In what jurisdiction is the [MASK] situated?,4,0.0,1.077365084386174
P131,In what political area is [MASK] situated?,4,0.7259611922490898,1.0142208590627029
P131,In which administrative district is [MASK] situated?,4,0.22096572504473883,1.0239298685795482
P131,In which administrative region is [MASK] situated?,4,0.548685598071219,1.0702050745968041
P131,In which administrative unit is [MASK] located?,4,0.69539237640398,1.0259224358197527
P131,In which governmental jurisdiction is [MASK] located?,4,0.45610623127616323,1.0446748782162893
P131,To which administrative area does [MASK] belong?,4,0.2569208758459456,1.0478283887292514
P131,What administrative area contains [MASK]?,4,0.46127358863943513,1.10516361639013
P131,What administrative area houses [MASK]?,4,0.27901686604784526,0.9330373298999545
P131,What administrative district contains [MASK]?,4,0.7301282403008696,0.9645797861289255
P131,What administrative entity includes [MASK]?,4,0.680302065051473,0.9807826110517498
P131,What administrative region holds [MASK]?,4,0.22947190613851204,0.9823829651599689
P131,What administrative region houses [MASK]?,4,0.6137751224413627,1.076071464156669
P131,What governing body oversees [MASK]?,4,0.6718733259302369,0.9809569591451504
P131,What governmental division is the [MASK] situated in?,4,0.45659769161085784,1.045323278427408
P131,What is the administrative area in which [MASK] is located?,4,0.4488624619715146,0.9848311483751075
P131,What is the administrative area in which [MASK] is situated?,4,1.2296661852196573,1.0091683316287865
P131,What is the administrative area that [MASK] is part of?,4,0.8396964618024136,1.0851206344774553
P131,What is the administrative area where [MASK] is located?,4,0.22601300209047426,1.069760353303974
P131,What is the administrative location of [MASK]?,4,0.7171072969924269,0.9478615941076379
P131,What is the governing area of the [MASK]?,4,0.6577326873871854,0.906700035484287
P131,What is the governing body of [MASK]?,4,0.4363325830639012,0.8948093301221974
P131,What is the governmental jurisdiction of [MASK]?,4,0.6849659867456113,1.073613795407621
P131,What is the territorial authority of [MASK]?,4,0.21509271952644524,0.9570920774906448
P131,What jurisdiction contains [MASK]?,4,0.45780820133671807,0.9889217805122964
P131,In what administrative area is the [MASK] located?,3,0.6478429933525175,0.9835099624864224
P131,In what administrative district is the [MASK] located?,3,0.7149608733174239,0.9464804689456433
P131,In what administrative division is [MASK] situated?,3,0.6787718011903615,0.981560098636526
P131,In what administrative region is the [MASK] located?,3,1.6258853074380202,0.9994240619855295
P131,In what political subdivision is [MASK] found?,3,0.9283669400113195,0.9719215764379795
P131,In which administrative division is the [MASK] situated?,3,0.30194963238585165,1.0305947924732568
P131,In which administrative region is [MASK] found?,3,1.0718035666263679,1.009985426322123
P131,In which governmental division is the [MASK] located?,3,0.5780664920731245,0.9895592728455057
P131,In which governmental jurisdiction is [MASK] situated?,3,0.5993309326323567,1.0033631031685806
P131,In which governmental region can [MASK] be found?,3,0.6181348668189526,1.0391439660892572
P131,In which governmental region is [MASK] situated?,3,0.300789441840627,1.0943024326714446
P131,In which political boundary is [MASK] situated?,3,0.5918960740754023,0.9437074918253
P131,In which political subdivision is [MASK] situated?,3,0.29645585780161093,1.010931580253606
P131,To which administrative entity does [MASK] belong?,3,0.9129490726013628,0.9969741140382054
P131,To which administrative region does [MASK] belong?,3,0.589898789688693,0.9315759581704223
P131,What administrative area does [MASK] belong to?,3,0.8499645922124852,1.0862340529046959
P131,What administrative area is [MASK] in?,3,0.6079207032604409,0.9817530561360687
P131,What administrative area is [MASK] located in?,3,0.30456659994959406,1.0373425791034492
P131,What administrative area is [MASK] situated in?,3,0.653741230596386,1.0247979818497526
P131,What administrative area is the [MASK] located in?,3,0.3089412198134593,1.0422539657494616
P131,What administrative division holds [MASK]?,3,0.2956280858256248,0.9307783549080311
P131,What administrative division is [MASK] in?,3,0.6054232666258624,0.9841928489776185
P131,What administrative region contains [MASK]?,3,0.36074629409661013,0.9921407216572394
P131,What administrative region contains the [MASK]?,3,0.8539354585369127,1.0592273511826065
P131,What administrative region is [MASK] part of?,3,0.6404975165548362,0.9946450182889213
P131,What administrative region is [MASK] situated in?,3,0.655206642366287,1.0784127574604156
P131,What administrative region is home to [MASK]?,3,0.45019694549846623,0.9937129546556035
P131,What administrative unit is [MASK] located in?,3,0.3512867345775798,1.068608639101208
P131,What governing area contains [MASK]?,3,0.6001191562035184,1.0463387267539304
P131,What governmental division contains [MASK]?,3,0.5942768962546158,0.9421757223240661
P131,What governmental division houses [MASK]?,3,0.9303065469641436,0.9922442624209166
P131,What governmental division is [MASK] situated in?,3,0.2971223186129064,0.9251987116535729
P131,What governmental region is [MASK] located in?,3,0.0,1.0790753058139588
P131,What is the administrative region where the [MASK] is located?,3,0.6770282198765223,0.946770357606297
P131,What is the governing body of the [MASK]?,3,0.582673023212274,0.954771889106227
P131,What is the governing jurisdiction of [MASK]?,3,0.2977833573774177,0.8970515790011596
P131,What is the governing region for [MASK]?,3,0.5966516172004351,0.9481446505591213
P131,What is the jurisdictional area of [MASK]?,3,0.3562850608870487,1.1066460118636292
P131,What jurisdiction holds the [MASK]?,3,0.9235096553170604,0.9736041705618151
P131,What jurisdiction is [MASK] found in?,3,0.7917577487723234,1.0457113806886473
P131,What territorial entity contains the [MASK]?,3,0.308226535474798,1.0513758342224275
P131,Where is [MASK] located in terms of administrative divisions?,3,0.2984087530992262,0.9715287654054904
P131,Where is [MASK] located in terms of administrative entities?,3,0.3169608778028455,1.1129030629484264
P131,Where is [MASK] located in terms of administrative jurisdiction?,3,0.6641236578938587,1.005398117785724
P131,Where is [MASK] situated in a governmental context?,3,0.6092289705450974,0.9679062389154832
P131,Where is [MASK] situated in an administrative sense?,3,0.6317434060964736,0.9944227058045216
P131,Where is [MASK] situated politically?,3,0.5896459317045089,0.9899997272473909
P131,Where is the [MASK] located?,3,0.31490506470212787,0.9354134167241178
P131,In what administrative area does [MASK] reside?,2,0.47002940474346266,1.0145821737757323
P131,In what administrative area is [MASK]?,2,0.469467086014862,1.1192622441810203
P131,In what administrative area is the [MASK] positioned?,2,0.901145559376481,0.9011455593764734
P131,In what administrative boundary is [MASK] situated?,2,0.47445563883306396,0.9571509631459827
P131,In what administrative district is the [MASK] situated?,2,0.6062308623943414,0.9253550000026054
P131,In what administrative division is the [MASK] situated?,2,0.4584898268580722,1.0032236872575977
P131,In what administrative entity is [MASK] found?,2,0.903146107579988,0.9031461075799849
P131,In what administrative entity is [MASK] located?,2,0.5890295073175407,1.0107946792941085
P131,In what administrative entity is [MASK] situated?,2,0.0,0.9552628149238362
P131,In what administrative entity is the [MASK] situated?,2,0.44409018504659564,0.9995530560625473
P131,In what administrative jurisdiction is [MASK] located?,2,0.0,0.9984099979853467
P131,In what administrative region is the [MASK] found?,2,0.0,0.9821530847211196
P131,In what administrative territorial organization is [MASK] situated?,2,0.4610632107248968,0.9913122033661956
P131,In what administrative territory can [MASK] be found?,2,0.0,1.0323651789765378
P131,In what administrative territory is [MASK] situated?,2,1.2911980288315328,1.0505752569047162
P131,In what governing area is [MASK] located?,2,0.4598474678504205,1.015441265139153
P131,In what governing area is [MASK] situated?,2,1.2900251864703596,0.9521095165252619
P131,In what governmental area is [MASK] situated?,2,0.4453179209543783,0.9685969031227742
P131,In what governmental division is the [MASK] situated?,2,0.5662100231841303,1.0126654544854954
P131,In what governmental region is [MASK] located?,2,0.4526600640964328,1.057671402257785
P131,In what political division is the [MASK] situated?,2,0.452865084842155,0.8940146657532468
P131,In what political entity is the [MASK] located?,2,0.0,0.9176718573379283
P131,In what political jurisdiction is [MASK] located?,2,0.9475787696552574,1.0089578565593418
P131,In what political jurisdiction is [MASK] placed?,2,0.9248216064477008,0.9978303229802148
P131,In what political subdivision is the [MASK] situated?,2,0.0,0.970465631393169
P131,In which administrative area is [MASK] found?,2,0.7680062961431611,0.9263878412750277
P131,In which administrative area is the [MASK] found?,2,0.0,0.9951369381748907
P131,In which administrative area is the [MASK] located?,2,1.124318025731038,1.1465805196222991
P131,In which administrative body is [MASK] found?,2,0.44986794235403316,0.9635805766135144
P131,In which administrative body is [MASK] located?,2,0.0,1.1932787806627174
P131,In which administrative body is [MASK] positioned?,2,0.4515139633269211,0.9596416550873001
P131,In which administrative body is [MASK] situated?,2,0.0,0.9843742516758565
P131,In which administrative division is [MASK] located?,2,0.908962558186954,0.9965750633061412
P131,In which administrative division is the [MASK] placed?,2,0.0,0.9579086674701935
P131,In which administrative jurisdiction is the [MASK] located?,2,0.0,0.9541566872398788
P131,In which administrative region is [MASK] positioned?,2,1.003173085239912,1.0734916162156625
P131,In which administrative region is the [MASK] situated?,2,0.6184319860309888,0.9133822403331184
P131,In which administrative territory is [MASK] located?,2,1.076430914714361,0.975671320760114
P131,In which administrative territory is [MASK] placed?,2,0.9196393155871212,0.9763350196327967
P131,In which administrative unit is [MASK] found?,2,0.446870941203203,0.981448453263685
P131,In which administrative zone is [MASK] located?,2,0.6581158613492447,1.0027686926596346
P131,In which division of government is [MASK] situated?,2,0.4462252950314759,1.1493389837015007
P131,In which governing area is [MASK] located?,2,0.8914746165516771,1.049811211906985
P131,In which governing area is the [MASK] located?,2,0.0,1.0212426288046372
P131,In which governing body is the [MASK] located?,2,0.933310868767645,0.9919936906508917
P131,In which government area is [MASK] situated?,2,0.46242332354786764,1.039282349886952
P131,In which government region is [MASK] situated?,2,0.4425083049726696,0.9623650255308482
P131,In which governmental area does [MASK] reside?,2,0.4720503589285337,0.910777447458724
P131,In which governmental boundary is [MASK] situated?,2,0.8976309706432188,1.0937557425895341
P131,In which governmental district is [MASK] located?,2,0.47115349412579377,1.0157644790176033
P131,In which governmental division can [MASK] be found?,2,0.4440893035850284,0.9645914714646509
P131,In which governmental division is [MASK] based?,2,0.8702146408430225,0.8702146408430216
P131,In which governmental division is [MASK] found?,2,0.8804088316554552,0.8804088316554548
P131,In which governmental jurisdiction is the [MASK] situated?,2,0.4589387574109875,1.176080573752241
P131,In which governmental region can the [MASK] be found?,2,0.449791058741678,1.0460683075849264
P131,In which governmental region is the [MASK] based?,2,0.6770189311079957,0.9596622242932051
P131,In which governmental region is the [MASK] situated?,2,0.8429151485123538,0.9685248774245807
P131,In which governmental subdivision is [MASK] located?,2,0.4467457611410069,1.1650689576329372
P131,In which governmental territory is [MASK] located?,2,0.4548649491362267,1.0087452352876667
P131,In which jurisdiction is [MASK] located?,2,0.46217760979630057,1.0001051859315815
P131,In which jurisdiction is [MASK] situated?,2,0.9618772556031752,0.9730477690202535
P131,In which jurisdictional area is [MASK] situated?,2,0.0,1.0870357801705737
P131,In which political entity does [MASK] reside?,2,1.0143184957343863,1.1153311505418488
P131,In which political region is [MASK] located?,2,0.4418518499922058,0.906758031230229
P131,In which political unit is [MASK] located?,2,0.44299753435889366,1.0637432460300127
P131,In which state is [MASK] situated?,2,0.4613326660482372,1.0366950554793384
P131,In which state or province is [MASK] located?,2,0.5636104734710374,1.01109455514348
P131,In which territorial authority is [MASK] situated?,2,1.0073866734060282,1.0627606503891585
P131,In which territorial entity is [MASK] situated?,2,0.4426147223930179,1.0269601215381945
P131,Into which administrative region does [MASK] fall?,2,0.5245380012830747,1.013663701144709
P131,To which administrative entity does the [MASK] belong?,2,0.8951478564491393,0.8951478564491393
P131,To which administrative jurisdiction does [MASK] belong?,2,0.44444744340090026,1.020663906434912
P131,To which administrative locality does [MASK] belong?,2,0.0,1.0359070383175293
P131,To which administrative unit does [MASK] belong?,2,0.7627716737889786,1.008472476121145
P131,To which governmental entity does [MASK] belong?,2,0.6001488613837705,1.0334824995865555
P131,What administrative area encompasses the [MASK]?,2,0.48834417911855416,0.9382627644974072
P131,What administrative area holds the [MASK]?,2,0.49214049720021585,0.9850924356623008
P131,What administrative area houses the [MASK]?,2,0.0,1.027802633408545
P131,What administrative area includes [MASK]?,2,0.0,0.9995368047981079
P131,What administrative body governs [MASK]?,2,0.4540806640808794,0.9172924167929053
P131,What administrative body is responsible for [MASK]?,2,0.0,0.9704459859353243
P131,What administrative boundary is [MASK] in?,2,0.5810604725826304,1.1129043675541708
P131,What administrative division is [MASK] a part of?,2,0.5655276268330001,1.0334945266915558
P131,What administrative entity contains the [MASK]?,2,0.0,0.9626192830262077
P131,What administrative entity holds [MASK]?,2,0.8822159866372459,0.8822159866372432
P131,What administrative entity is [MASK] situated in?,2,0.44422319073840105,1.1899856561975777
P131,What administrative jurisdiction contains [MASK]?,2,0.4565653333802762,1.0816456503551648
P131,What administrative jurisdiction holds the [MASK]?,2,0.0,0.9361107300148133
P131,What administrative region is [MASK] in?,2,0.8845844717358009,0.9338462259052421
P131,What administrative territory holds [MASK]?,2,1.018241369020324,1.0594579250447844
P131,What administrative unit contains the [MASK]?,2,0.0,1.0623349583073667
P131,What administrative unit encompasses [MASK]?,2,0.47372927359520756,1.0719133880330811
P131,What administrative unit is home to [MASK]?,2,0.0,0.9019125993063368
P131,What administrative unit is the [MASK] in?,2,0.4567208736905461,0.9474144908736126
P131,What area is the [MASK] situated in?,2,0.46857993864213227,1.0226005399339015
P131,What area of governance contains [MASK]?,2,0.0,1.0023228046607007
P131,What authority governs [MASK]?,2,0.8906198920302267,0.968650280184042
P131,What country or region is [MASK] situated in?,2,0.5371944080454033,1.1883313461390008
P131,What district houses the [MASK]?,2,0.8123623398057531,0.9351971947227469
P131,What governing body has authority over [MASK]?,2,0.4446342844687628,0.9923852806410897
P131,What government division holds the [MASK]?,2,0.0,0.9053250380854374
P131,What government division is [MASK] part of?,2,0.897616896520001,1.0715595020636504
P131,What governmental area does [MASK] belong to?,2,0.0,1.0882835733340694
P131,What governmental area is [MASK] in?,2,0.9118044844478195,0.9774804610437573
P131,What governmental area is [MASK] located in?,2,0.44346890101099096,0.9750197662881763
P131,What governmental area is [MASK] situated in?,2,0.4509266411022692,1.057855009917572
P131,What governmental body governs [MASK]?,2,0.0,0.8873927347251496
P131,What governmental division encompasses [MASK]?,2,0.0,0.9241097952033703
P131,What governmental entity contains the [MASK]?,2,0.4705635907039074,0.9970074976881331
P131,What governmental jurisdiction contains [MASK]?,2,0.9058046534320233,1.0967213493209091
P131,What governmental region contains [MASK]?,2,0.574460314877103,1.0055560296931052
P131,What governmental region is [MASK] situated in?,2,0.9088492351391229,1.176754359993377
P131,What governmental unit is [MASK] situated in?,2,0.4396615616995311,1.0291686526482886
P131,What is the administrative area in which the [MASK] is located?,2,0.4507536882247152,0.9579341528569187
P131,What is the administrative area of the [MASK]?,2,0.4469638603808171,0.8921875057581998
P131,What is the administrative area that [MASK] is a part of?,2,0.9072439236864999,1.044050955281326
P131,What is the administrative area where [MASK] is situated?,2,0.493644937797061,1.0208506796950165
P131,What is the administrative boundary of [MASK]?,2,0.8968321965040579,0.8968321965040575
P131,What is the administrative district in which [MASK] is located?,2,1.0415277250494097,1.042112594947618
P131,What is the administrative district of the [MASK]?,2,0.8589974916943126,0.8633151918365249
P131,What is the administrative district where [MASK] is located?,2,0.4454596525195202,0.9031660613971277
P131,What is the administrative division that contains [MASK]?,2,0.44928765191217496,0.9806350468088554
P131,What is the administrative division that houses [MASK]?,2,0.44964524398397027,1.0649568710741537
P131,What is the administrative domain of [MASK]?,2,0.0,1.0198770414484888
P131,What is the administrative entity that houses [MASK]?,2,0.0,0.8872885959469683
P131,What is the administrative jurisdiction that encompasses [MASK]?,2,0.0,0.9830656711063951
P131,What is the administrative jurisdiction where [MASK] is situated?,2,0.5928166513096924,1.0884428152302064
P131,What is the administrative locale of [MASK]?,2,0.0,0.9775959871795428
P131,What is the administrative locality of [MASK]?,2,0.45193645587962195,0.9714798774793929
P131,What is the administrative locality of the [MASK]?,2,0.0,0.9488961801284705
P131,What is the administrative region in which the [MASK] lies?,2,0.564487154121713,1.071520536995446
P131,What is the administrative region of the [MASK]?,2,0.44818653736714364,1.0062157884595326
P131,What is the administrative region that [MASK] is located in?,2,0.46965214157998275,1.033521196009692
P131,What is the administrative region that [MASK] is situated in?,2,0.8954102722428106,0.9846084812042382
P131,What is the administrative region that contains [MASK]?,2,0.7244288410336789,1.0664590561142024
P131,What is the administrative unit that contains [MASK]?,2,0.911399920675916,1.0991329557830072
P131,What is the geographic area of [MASK]?,2,0.8792792634868472,0.9238278450757509
P131,What is the geographical jurisdiction of [MASK]?,2,0.9808699980137645,1.0185153505220637
P131,What is the governing area in which [MASK] is situated?,2,0.0,1.0100754301143031
P131,What is the governing area of [MASK]?,2,0.8886569205827417,0.9562757024420743
P131,What is the governing authority of [MASK]?,2,0.4431969064534378,0.9363028675534478
P131,What is the governing region of the [MASK]?,2,0.0,0.9819943280908969
P131,What is the governmental area that includes [MASK]?,2,0.4725302736141068,0.9362021783444925
P131,What is the jurisdiction in which the [MASK] is located?,2,0.9365818326258392,1.033565691039143
P131,What is the jurisdiction of the [MASK]?,2,0.44426994334007663,0.910957005354911
P131,What is the jurisdictional area of the [MASK]?,2,0.44688128529051524,1.0678315994277954
P131,What is the jurisdictional territory of [MASK]?,2,0.460634149061009,0.9721005959789439
P131,What is the locale of the [MASK]?,2,0.0,1.1271317994341579
P131,What is the political area of [MASK]?,2,0.8893514156323021,1.0254699789410628
P131,What is the political division containing [MASK]?,2,0.45176997207967584,0.9058255392150558
P131,What is the political entity where [MASK] is located?,2,0.9920209079541735,1.007138107727555
P131,What is the territorial jurisdiction of the [MASK]?,2,0.45008112487943075,0.9423209993159931
P131,What is the territorial region of [MASK]?,2,0.8976706469881244,0.9633028041888503
P131,What jurisdiction encompasses [MASK]?,2,1.850978173309358,1.090989601604447
P131,What jurisdiction houses the [MASK]?,2,0.45507858777699534,0.990294469585462
P131,What jurisdiction is [MASK] in?,2,0.9400232670380411,1.0569886534753121
P131,What local governing body holds [MASK]?,2,0.4540638952916419,0.9821295807891248
P131,What region is the [MASK] situated in?,2,1.6099538054972857,0.9132607037633877
P131,What territorial unit holds [MASK]?,2,0.9239732563116163,1.0022919548498699
P131,Where does [MASK] belong administratively?,2,0.0,0.9479427850129638
P131,Where does the [MASK] fit into the governmental structure?,2,0.8852652931279726,0.8852652931279721
P131,Where does the [MASK] have its administrative headquarters?,2,0.4525800951510925,1.028208198507376
P131,Where is [MASK] found in terms of administrative boundaries?,2,0.44900888652757465,0.97507199822535
P131,Where is [MASK] located in an administrative sense?,2,0.5749094904398352,1.033413320668392
P131,Where is [MASK] located within the administrative structure?,2,0.0,0.8775772069299055
P131,Where is [MASK] situated in terms of government control?,2,0.8862853168187812,0.9291671912931542
P131,Where is [MASK] situated territorially?,2,0.5611743320297281,1.004088462426889
P131,Where is the [MASK] administratively located?,2,0.0,0.9285910402801906
P131,Where is the [MASK] found administratively?,2,0.0,0.9448498514151453
P131,Where is the [MASK] located geographically?,2,0.45439682160978284,0.993958874728061
P131,Where is the [MASK] located in terms of governmental control?,2,1.1436304108013997,0.997256909158439
P131,Where is the [MASK] placed within an administrative division?,2,0.0,1.0654445709936156
P131,Where is the [MASK] situated geographically?,2,0.4476080057009179,0.916140594438072
P131,Where is the [MASK] situated in terms of jurisdiction?,2,0.0,1.104495946677457
P131,Where is the [MASK] situated territorially?,2,1.162908430589761,0.9723383670816386
P131,Which administrative area contains [MASK]?,2,0.9078060958979076,0.9392824638646915
P131,Which administrative area does [MASK] belong to?,2,0.9605722747447338,1.0019764072248696
P131,Which administrative area holds [MASK]?,2,0.9875764954585978,0.9227927701504577
P131,Which administrative district holds [MASK]?,2,0.4602011735708824,1.1068055924928113
P131,Which administrative district holds the [MASK]?,2,0.4504579644280917,0.9418430509804872
P131,Which administrative entity contains [MASK]?,2,0.9095675767420903,1.1308348229913008
P131,Which administrative region contains [MASK]?,2,0.5074509203715912,0.945952874876407
P131,Which administrative unit houses [MASK]?,2,0.4987560389585622,0.9346699771107488
P131,Which territorial authority holds the [MASK]?,2,0.0,0.9341068821869579
P131,How is [MASK] classified in the administrative system?,1,0.9270196342504188,0.9270196342504192
P131,In what administrative area can the [MASK] be found?,1,0.0,0.9153470670515521
P131,In what administrative area is [MASK] established?,1,0.9214024523433286,1.1091975049043112
P131,In what administrative area is [MASK] found?,1,0.9165582523925544,1.0424634989397588
P131,In what administrative area is the [MASK] based?,1,1.352012232452641,1.352012232452641
P131,In what administrative area is the [MASK] situated?,1,0.0,0.8740402213580611
P131,In what administrative arrangement does [MASK] exist?,1,0.0,0.8898388189661445
P131,In what administrative authority is [MASK] included?,1,0.0,1.2405775128798324
P131,In what administrative body does the [MASK] exist?,1,0.8553425397080917,0.8553425397080919
P131,In what administrative body is [MASK] contained?,1,0.9839030075406103,0.9839030075406103
P131,In what administrative body is [MASK] situated?,1,1.1063032561530532,1.1063032561530532
P131,In what administrative body is the [MASK] found?,1,0.0,1.0770466229504563
P131,In what administrative body is the [MASK] located?,1,0.9171092225572867,1.1100537081795019
P131,In what administrative boundary does the [MASK] lie?,1,0.0,1.1244284020449433
P131,In what administrative boundary is [MASK] included?,1,1.057291655882684,1.057291655882684
P131,In what administrative boundary is [MASK] located?,1,1.2961072944971592,0.988307927295482
P131,In what administrative boundary is the [MASK] situated?,1,0.8835951930411913,0.8835951930411903
P131,In what administrative category is [MASK] classified?,1,0.0,0.9040341301906758
P131,In what administrative compartment is [MASK] located?,1,0.905822285220963,0.9058222852209606
P131,In what administrative district does [MASK] reside?,1,0.9090578571464318,1.0367089861215741
P131,In what administrative district is Kozhikode located?,1,0.0,1.1170785526092106
P131,In what administrative district is [MASK] located?,1,1.606552363804661,1.05329542747204
P131,In what administrative district is the [MASK] based?,1,1.1152677969949076,1.1152677969949076
P131,In what administrative division can [MASK] be found?,1,1.0000167539388984,1.0457652449958394
P131,In what administrative division does [MASK] lie?,1,0.874384812614504,0.874384812614504
P131,In what administrative division does [MASK] reside?,1,0.8946139115142645,1.025954408961277
P131,In what administrative division is [MASK] located?,1,0.0,1.16661996428282
P131,In what administrative division is [MASK] placed?,1,0.8941503403421467,0.978023084172163
P131,In what administrative division is the [MASK] based?,1,0.8841339604284463,0.8841339604284463
P131,In what administrative domain is [MASK] placed?,1,0.0,1.00390146821096
P131,In what administrative domain is [MASK] situated?,1,0.0,0.9105971612694619
P131,In what administrative domain is the [MASK] found?,1,0.0,0.900620399404975
P131,In what administrative domain is the [MASK] situated?,1,0.0,1.111658988505339
P131,In what administrative entity is [MASK] based?,1,0.0,0.7918228071175522
P131,In what administrative entity is the [MASK] based?,1,0.9107381331671163,1.0779153640493777
P131,In what administrative entity is the [MASK] located?,1,0.0,1.222180652015695
P131,In what administrative jurisdiction is [MASK] found?,1,0.9139865910166336,0.9989351543311772
P131,In what administrative locality does [MASK] reside?,1,1.2306195181757273,1.163479416686163
P131,In what administrative location is [MASK] situated?,1,0.0,0.9088885367003527
P131,In what administrative neighborhood is the [MASK] situated?,1,0.8897315075651349,0.8897315075651342
P131,In what administrative partition does [MASK] exist?,1,0.0,1.099365875364327
P131,In what administrative region does [MASK] exist?,1,0.9322946566861012,1.3215224049769188
P131,In what administrative region does [MASK] reside?,1,1.3077873726048796,1.03287454123684
P131,In what administrative region does the [MASK] exist?,1,2.408288761577208,1.0051347777677564
P131,In what administrative region is [MASK] found?,1,0.0,0.9174083309899178
P131,In what administrative region is the National Archives in Seattle located?,1,0.0,0.8915061235243281
P131,In what administrative region is the [MASK] positioned?,1,0.8865126752543094,1.1210763406075475
P131,In what administrative segment is [MASK] situated?,1,0.8635436879740942,0.9459949947019631
P131,In what administrative subdivision does [MASK] lie?,1,0.0,0.9827516665564627
P131,In what administrative subdivision is [MASK] situated?,1,0.8836942996998629,0.8836942996998621
P131,In what administrative subdivision is the [MASK] situated?,1,0.8819913677080702,0.9935164199480315
P131,In what administrative territorial organization is [MASK] located?,1,0.9012892673688163,1.0426535411640399
P131,In what administrative territorial unit is [MASK] situated?,1,0.9167792154478179,0.9167792154478179
P131,In what administrative territory does the [MASK] lie?,1,2.3964466075799664,1.01876158235024
P131,In what administrative unit is [MASK] present?,1,0.8421757476399918,0.8421757476399918
P131,In what administrative unit is [MASK] situated?,1,0.0,1.0049840939198882
P131,In what administrative unit is the [MASK] located?,1,1.3096079853339604,1.0226242101062022
P131,In what administrative zone can [MASK] be found?,1,0.0,0.9176393881722857
P131,In what area does [MASK] fall?,1,0.9174565986456503,0.9174565986456499
P131,In what area is [MASK] found?,1,0.0,0.8878047689167139
P131,In what area is [MASK] located?,1,0.9105598209004033,0.9105598209004008
P131,In what area is [MASK] situated administratively?,1,0.0,0.8906785786621819
P131,In what area is the [MASK] situated?,1,0.0,0.9150446656546941
P131,In what authoritative jurisdiction is [MASK] situated?,1,0.0,1.0867820305468914
P131,In what authoritative region is [MASK] based?,1,0.0,1.070393289438551
P131,In what authority is [MASK] included?,1,0.9554360196427076,0.9554360196427076
P131,In what bureaucratic unit is [MASK] held?,1,0.0,0.8770369600565419
P131,In what city is [MASK] situated?,1,1.143195570636112,1.143195570636112
P131,In what civil district is [MASK] found?,1,0.0,0.9665487055524826
P131,In what geographic area is [MASK] found?,1,0.0,1.1504017335441548
P131,In what geographical area is [MASK] located?,1,1.0847082456858714,1.0124227085677184
P131,In what geographical subdivision is the [MASK] situated?,1,0.8934435579540788,1.057523691044481
P131,In what governing authority is [MASK] situated?,1,0.9041723961949879,0.9041723961949821
P131,In what governing body does [MASK] have a presence?,1,0.9189349069556797,0.9189349069556793
P131,In what governing body is the [MASK] situated?,1,0.8884594456605124,0.8884594456605124
P131,In what governing district is [MASK] located?,1,0.9896662281520016,0.9896662281520016
P131,In what governing domain is the [MASK] found?,1,0.8978312869935532,1.0074194543866288
P131,In what governing jurisdiction is [MASK] situated?,1,0.0,1.0122993180480544
P131,In what governing region is the [MASK] based?,1,0.9270289076078287,1.071485029523373
P131,In what governing subdivision is [MASK] based?,1,0.8845634638592643,0.8845634638592641
P131,In what government district is [MASK] located?,1,0.8858862494377868,0.9763386471696306
P131,In what government jurisdiction is [MASK] situated?,1,1.1018387183279057,1.0840963481953798
P131,In what government jurisdiction is the [MASK] situated?,1,0.9228037686416014,0.9228037686416009
P131,In what government organization is [MASK] situated?,1,1.0879878986959681,1.0032381670813615
P131,In what government region can [MASK] be found?,1,1.0686411503337665,1.0686411503337665
P131,In what government region is [MASK] situated?,1,0.0,1.022683062002507
P131,In what government subdivision is [MASK] found?,1,0.8947295204615875,0.8947295204615875
P131,In what government-controlled geographic region is the [MASK] situated?,1,1.3225100873833817,1.0352601082179576
P131,In what government-defined area is [MASK] found?,1,0.0,1.0005615393062046
P131,In what government-recognized area is the [MASK] situated?,1,1.2689881239916574,0.9763010508385825
P131,In what government-regulated area is [MASK] located?,1,0.8969667326761668,0.9879368371130604
P131,In what government-regulated region is the [MASK] situated?,1,0.0,0.8916529328728321
P131,In what government-run territory is the [MASK] situated?,1,0.0,1.1377096245841838
